name,review_title,review,date
Teo M,Business,Food quality were inconsistent. Stay no different comparing to a 3 star hotel. In room food menu delivered different even with same order. View was nice. However would not return if back as there's better other hotel at this pricing.,
HaveBabyWillTravel77,"Great location and hotel, best in the region but needs renovation...","....and the renovations are underway.  The location is great, close to fort, and the staff are superb.  We stayed for six nights as part of a family holiday and we were not disappointed.  We visited many parts of Colombo whilst there and also got the train to Kandy - the station is a five minute walk. Highlights of the hotel are the staff - courteous and friendly - the lounge (plentiful wine) - and the pool (albeit a walk over the bridge but nice once their worth it ).  The renovations currently underway were not a distraction and will make the place better.  However there are lots of hotels being built nearby (Itc, shangri la, etc) so competition is hotting up.  However do the location of the Hilton - beside fort and the Dutch hospital etc - will mean its reputation is",Date of stay: August 2016
Ankur P,Fantastic Food and Staff,"While the hotel building is a bit old and needs refurbishment, they amply make up for it with fantastic customer service and amazing food. I guess the ""Make it Right"" campaign by Hilton is not just a marketing gimmick but they are truly doing it on the ground. Had a minor billing issue at check out but the person at the counter immediately called up his manager and got an approval to deviate from policies and make it right. The best part of the start was food. On a business trip to foreign countries, a vegetarian like me does find it difficult. However, they had ample choices and the quality was just fantastic. The rates for food were also quite reasonable, what you would expect in a 3 star hotel",Date of stay: September 2016
Kay S,,,
Chitra R,Sri Lankan hospilaity at it's best,"Perfect location, great value, staff extremely helpful, nothing is impossible attitude. Highly recommend - great value. Right from the start - everything was just perfect, from the pickup at airport, the driver, the doormen, waiter/waitress at all the restaurant i.e. Spice, Curry leaves, Il Ponte, to Japanese, the staff at the conference, concierge, housekeeping.",
Ravi V,Best hotel in Colombo,Very nice staff and the food is awesome Check in time less than 2 minutes very efficient staff the executive lounge staff is so friendly very reliable limousine service and very safe I always in this hotel as it is my second home,
atomic311,"Very dated, not in a nice way.","The rooms and the furniture are very old and badly needs refurbishment, which I think they are doing, since parts of the lobby is blocked off. The breakfast selection was small, much smaller than what they offer at their sister site ""Hilton Colombo Residences"". The gym and pool are not on site, you have to leave the property and cross a bridge over a busy road. Because of this I have avoided using those facilities. They place fruits in your room, which is a nice touch. They staff are friendly and courteous. But overall you would expect much better offer from a 5 star establishment and brand.",Date of stay: July 2016
ThiLi-DS,A BIGGG NO NO,"For me, this is a shame on Hilton Worldwide. Such a lousy place. Trying to give a nice look to an age old building. Staff is OK. But the hotel is a big no no. I was on a business visit and the Executive lounge was so dull. I overheard the managers blasting the younger staff and felt disgusted. What horrified me was the store room as I happen to come across it. A 3rd world ware house would have been more organized than that. Don't even think of visiting this horrid place for business purposes. Cinnamon Grand would be a better option for this...",Date of stay: August 2016
RossandLizAUS,"Old, but superb service.","Stayed at the Hilton Colombo a few times now and it would have to be one of the most service oriented Hilton's in the world. The staff go out of their way to assist, they are very proactive and friendly.  The hotel itself is in need of an upgrade and is very dated, but clean and everything works.  The Executive lounge is well supplied with snacks and drinks.",Date of stay: July 2016
sazzle98,Excellent,"On my mum's birthday they all sang happy birthday, they brought out a cake for her, they gave her birthday card. My experience was amazing the staff were lovely and kind, they really looked after you.",Date of stay: August 2016
Chris E,"Great service, great hotel",The Hilton in Colombo is well situated and the staff are extremely friendly. A great place to stay in Colombo and they are refurbishing the establishment so it will be even better. A warm welcome awaits enjoy your stay.,Date of stay: August 2016
Roberto B,oldish hotel,"the hotel is relatively well located, but it shows its 30 years... It is in bad need of a face-lifting and modernization of lobby, entry and general facilities. I don't think I will return there when in Colombo if I' m not sure of an serious improvement.",
Kiran Mrutunjay... P,Service with Smile is Hotel Hilton Colombo ...,Humble..grounded.. love..care affection. They treat you like a special guest each time n every time ! The Smile and warm Welcome starts from the driver who picks you from the Airtport... Door Man .. Lobby staff .. helpers.. cleaners.. Just One and ALL.,
948chandrikak,Hilton Colombo,It is one of the 5 star hotels in Sri Lanka .Love the Breakfast Buffet also Lunch at the spices .also we had authentic Sri lankan food at Curry Leaf restaurant.Beautiful atmosphere.Loved the stay we will go back soon.,
Woodend134,A relaxing stay in Colombo,I had a very relaxing stay. Very helpful and courteous staff. The food in the dining room is consistently good and varied. I also used the gym which has good facilities. There is also a large swimming pool. The hotel is only five minutes walk from the see.,
Shivam Gupta,"Big Price Big Name , service Not as expected","Hilton was a very good name in terms of service, but now now a days. I stayed there for 20 day  Nov-Dec 2015, Rooms are good and Nice , but washrooms are not as level of a 5* hotel. Everyday I have to ask for the shaving kit  and they took like 30 minutes to bring it. In room dining menu was good. Breakfast not as expected , buffet was not hue and very limited. The most annoying thing was the Swimming pool , which was located across the street and you have to walk through a bridge to go to pool. There were no privacy in the pool as the main gate are always open and anyone can come inside , weather they are hotel guests or not.  Location of the hotel is very good Ask for the sea view room  Staff very friendly",Date of stay: November 2015
tarar722,Our fantastic experienc,"The attention to detail of all the staff, courteousness of staff from concierge to house keeping is unmatched in Sri Lanka. The breakfast is superb. The restaurants have a great selection of food and great value for money",
FrostytheCamel,,,
Zeeshan K,,,
Marlon M,,,
independantice,,,
Harith W,upscale top quality well managed hotel.,"great location, great friendly knowledgable staff that understand English, quality rooms, great executive floor. well worth the extra  cost. the best feature for me is the resturant and food and beverage . not only the quality but also the choices are amazing and will satisfy any taste. the best part is if one is staying more than a day they get to know you and will have your personal preferences remembered and served. tailor made . dairy free or less spicy they did it. can never go wrong at the Colombo Hilton for vacation or business. great meeting space as well.",Date of stay: August 2016
TED C,It'll be nice when it's finished,"Well located, classic Hilton Hotel convenient for business and sightseeing in the Fort area. Many restaurants and bars in walking distance in Dutch Hospital area. The Hilton's food and beverage quality are well maintained despite the hotel being in an apparent constant state of renovation. Good pool area, gym, restaurant and karaoke bar across a road bridge from the main hotel.",
Mura Meria,,,
Kotnala,,,
David A,Staff Make the Difference - Simply Superb,The staff at this Hotel are excellent. They are not intrusive but anticipate and address your needs. They make you feel welcome and special and assist you. The service is simply superb. The food is excellent. The business center and meeting rooms are well supported with amenities and materials. The hotel is being renovated but the service quality is so good that you overlook the ongoing renovations.,
Mohan C,Hilton in true sence,"Great Location, Nice rooms, Modern decor. Lobby renovation was under process when we stayed in March 2016. I like specially the swimming pool area where you need to cross road over a private foot over bridge.",Date of stay: April 2016
DrStoat,"Average hotel, handly location","As other have mentioned the Hilton is tired and in need of a renovation, this has indeed commenced. As a result however it's less then optimal - the lobby is now rather small, poorly-signposted and blighted by the fact that the smoking bar opens directly into the lobby area right next to check-in and the f&b area. Why in the 21st century smoking is permitted anywhere inside a hotel is beyond me; as is the inability of hotel doors to close quietly. There is construction noise on-going, which can be irritating if working in the rooms. The swimming pool and gym is a ten-minute walk away, through the f&b areas and across a walkway over a main road. Very odd.  While the staff are fairly helpful and friendly, there are better choices nearby.",Date of stay: August 2016
alp a,Very decent hotel with great staff,"We had a bad experience on Hilton residence and tehy transfered us to Hilton Hotel, we checked within 5 minutes ( it was 23:00pm at night) and we went to room staright very nice room. From concierge to restaurant what an amazing staff all of them friendly smiling , wow very very impressive.Worth to stay. Curry leaves restaurant was amazing the Chef is superb attentive and friendly.",Date of stay: July 2016
Billal,Nothing Special,"Just your average Hilton hotel, it is in desperate need of renovation, the biggest upside would be the cleanliness of the rooms, other than that it is a standard hotel, with average service. The breakfast is not bad either.",Date of stay: July 2016
EmkaySriLanka,Badly needing  change,"Needing to spend most of three days in the Hilton for business purposes , I was taken aback with the decline in standards. The soups are watery. The same desserts are served for lunch and dinner( wise use of leftovers I presume but boring ) . The sandwiches seem to be made of resuscitated cardboard.  Admittedly there is a high turnover of trained hotel staff with many going to the Middle East but I do recollect at time where the Hilton service was very very good. Managerial attention to staff training seems to be badly needed.  The only silver lining is that a much needed renovation is going on and the Curry Leaf restaurant is till up to the mark . The seafood is delicioius ,service up to usual Hilton standards and the Sri Lanka sweet maker lady as good as ever.",Date of stay: July 2016
LouiseKP,In need of an upgrade,The hotel is tired and is in desperate need of an upgrade. I cannot believe also that you still have rooms that you can smoke in!! I was on the floor above to smoking floor and you could smell the cigarette smoke through the entire floor (16th). The state of this Hilton hotel was well below what you would experience any where else in the world.,
DerekS737,,,
neena1112,GREAT PLACE,"Though being  renovated,  the whole process is being done discreetly and silently, with very li'l discomfort to the guests. The hospitality is top class. Rooms reasonably sized, breath taking  view of the never ending expanse of the ocean…1st choice hotel in Colombo",Date of stay: August 2016
sasham17,Delicious food,Good service with kind staff. Cakes taste amazing! Rooms are comparatively small and we really enjoyed the food. Their pub with the live band and with a pool table is very entertaining. They should improve on the spread of high tea. Location is happening,Date of stay: December 2015
vkg19,Great hilton hospitality but extremely outdated rooms,"Booked 3 rooms at beginning of August. The service, check in and check out were smooth as expected. Breakfast spread was OK. But the rooms were a big disappointment. At check in I was told that i had got an upgraded room. The room I got was old, very old. Unlike any Hilton I have stayed in. The room was worth a third of what we paid. The great service cannot account for the state of the rooms there. Did not even want to check what the regular room looked like. Please avoid for a year till their planned renovations are scheduled to be completed after they finish the ongoing lobby renovation. Then I hope it will be as good as it deserves to be.",Date of stay: August 2016
VSanmugam,One of the very best Hiltons - Globally,"Outstanding hospitality and services! An exceptional Hilton property to stay. The experience during every stay has been fantastic. The staff is amazing, food is delicious, rooms are great, the Lounge is an absolute exception!",
Sharath N,,,
Syed B,Amazing experience at the Hilton,The staff were amazing. The security helped me to avoid the pestering tuk-tuk drivers on my first night until I made friends with them the next day. I always had a refreshing fresh watermelon and papaya juice at the lounge. My room had an amazing view of the harbour.,
Joey F,Nice hotel but slightly old,Nice hotel with very good service. The waiter and waitresses literally remember your preference for breakfast. Located at great location and i definitely felt safe and secured in the hotel. The only downside is that the swimming pool and gym is located at the other building that is separated by a big road. You have to cross the overhead bridge to get to the gym,Date of stay: August 2015
Conservativ,Old but excellent service.,"The hotel has a dated style. It seriously needs ""extreme makeover"". However,  other than that, Hilton has very good services. One of the best I saw in Sri Lanka. Smooth check in and out. Fast service. Excellent restaurants.   With one night in room 1207 (pool and ocean view), Lunch at the pool restaurant, and Dinner in the Sri Lanki buffet, I can say that I had an amazing stay at the Hilton. When I checked in, the receptionist asked me about  checking out time. I told him next morning 6 am. As I had an early flight, the staff offered me a breakfast package to go.  It was ready the next morning.  Totally recommend it.",Date of stay: July 2016
Mgkappan,Better Choices available in Colombo,"No specific complaints. The rooms and service were good. The location is really good. But there are hotels with better facilities and greater locations for a similar or lower price in Colombo. Breakfast lacked options and was a let down for me. One additional comment is that , in South Asia, we use water in toilets and even if you are Hilton, it is better to give that option.",Date of stay: July 2016
Trini L,"Hilton, A home away from Home","It was a great stay. The 5 days i spent there i had a lovely time. The staff was very helpful. the food was good.. Wish they had more choice in the main restaurant. The suit i stayed in was really nice, butter then most hotel in the US!.",
Pubudu J,5 Star staff,"Hilton continues to live up to its 5 star rating despite the renovations going on. The friendly and helpful staff, starting from the General Manager to the Room service was awesome! Food was really good, rooms were very clean. Located in the heart of Colombo, its close to everything you need, trains, buses, shopping.   Ask for an ocean view room on a higher floor. Its worth it !",
JAYACHANDRANANGAPPAN,Disappointed in HILTON Hotel???!!!,"Rooms ought to be good as it is HILTON.Breakfast is good and morning we could see lot of concern by breakfast hall staff to take care of guests.  Reception desk behaved nice to us and did all the subsequent services in a bad manner as our rooms are booked by a tour operator in colombo, the reception staff asked for my credit card details and we are about to offer the details....the local tour operator representative informed that to me and reception staff that no need of any credit card details are required as it is booked by them.Despite that i informed reception that we can furnish credit card details,if required....Reception staff said no problem too. To our surprise , the minibar was locked and i called for small room service food order..to my further surprise the hotel said",Date of stay: June 2016
Juanfeos,Amazing service and food in a very dated building,"The building needs an upgrade urgently, specially with all the new hotels being built. However even with the old facilities I doubt I would stay something else. The food at the Curry Leaf is out of this world and the staff in general is the friendliest team I have even encountered - and I travel a lot and worked in hospitality for a while. The ladies at the buffet lunch made me feel like I was with my mother, they cared so much that I was eating something good and nutritious, it was great. Reception and bell staff were great too. There is a lot of construction around the hotel and it can be noise up to 11pm - I had a corner suite on the 11th floor and it was slightly noisy.",Date of stay: July 2016
795jareds,great place to stay,"what a great experience! the staff at this hotel went above and beyond their duties to ensure my happiness and comfort. Traveling for work is grueling, but having such a great housekeeping staff as well as great dining options (I was at the pool bar and Italian restaurant frequently) made me feel like I was at a home away from home. Keep up the great work!",
NI2015,Hotel Of Smiles,"During my three night stay at the Hilton Colombo I found the staff extraordinary, full of greetings and smiles, from the entrance to the reception to the restaurants and even the house keeping staff. this is something that all hotels should bestow on their staff. I dined in all the restaurants and found the food good.  The rooms need uplifting as well as the recreation areas toher than that it was a good stay.",Date of stay: June 2016
German AngMo,Out of date all round,"Stayed there for 3 nights on a recent business trip. Ongoing renovations (appearantly for more than a year) make the 1st impression, not a good one and undeserving of the Hilton brand. Way to the restaurant is past the kitchen through a narrow corridor surrounded by plaster boards, which you also have to use to get to the gym and pool (across a footbridge, crossing the buffet in your shorts or sweaty gear?!). Rooms are bland and in urgent need of an upgrade like the rest of the facilities. Staff try to be helpful but are hampered by outdated equipment (credit card machine didn't work repeatedly, fosset in my room (1412) was leaking, which made keeping the sink top clean impossible. Once the hotels currently under construction (Taj, Hyatt, ITC) will be up and running this",Date of stay: July 2016
PToh55,Hilton Colombo is nice and upgrading soon,Hilton Colombo is in a good location and upgrading soon. Service from staff are excellent . Room and facilities need upgrading which they are starting to do so. Opposite the hotel is Dutch Hospital which has been transformed into Cafes & Restaurants,Date of stay: July 2016
Ashtar J,about time and serious facelift/renovation is required,This hotel is under major renovation. I am not sure why it is open for customers. It should be closed until all renovations are completed. We were in the 6th floor and the corridors light shade are damaged and the walls are damaged. We had 2 rooms; one room had a CRT TV in 2016 and the other (I think it is 625) air conditioning was not working and had broken furniture. Breakfast restaurant is crowded and fairly disorganized. Overall it was a disappointing experience. They should just close this hotel until renovations are completed.,Date of stay: July 2016
NLY39739,Great location with great staff,"We chose to stay at this hotel to start our journey exploring Sri Lanka because this hotel's location is just great. The price vs what we received in return is on point! I would say this hotel delivers the Hilton brand promise.  To sum our experience, the followings are why this hotel is great: 1. Location is great. 10 mins walk to Dutch Hospital and Colombo Fort Railway Station. the beach is also nearby. we felt safe walking around at night. 2. Staff is very friendly, helpful, and knowledgeable about Colombo. The concierge helped us buying train tickets at Colombo Fort, the trainee walked us to our room while explaining everything about the hotel and the surrounding, the security guard who greeted us and made small conversations, the waitress at the restaurant who explained how",Date of stay: May 2016
Jyoti D,Very please full stay,I had a very good stay at your hotel. It was unforgetable. The staff was very helpful. There was no problem with launguage. Avaiability of private taxi was very easy from Hilton. The breakfast served was awesome.,
ArasakoneAbimanA,Very nice stay,"Excellent front counter staff, very nice interior, breakfast serving staff very helpful, they had western breakfast as well as Srilankan, South Indian food also, we had corner room we had two side views,",
MulataQueroSeuAmor,Good 4 star with great staff,"Staff is the greatest differential of this place, from the porter to the chefs everyone has a smile on their faces and are very helpful and accommodating. I used the business lounge and the gentleman who manages it, Mr. Zeno, is great, very professional and polite and assist us impeccably.",Date of stay: July 2016
Shirley T,Colombo Hilton,"The renovation for the Hotel will be completed in August 2016.  It is an excellent hotel, near offices and shopping centres.  Every staff in the hotel right up to the doormen are so smiley and friendly.  Room is clean and the corridor has a lovely aromatherapy scent.  I have been staying there since 1992 for my yearly visit to Sri Lanka",
666bernardk,Miss selling not 5 star more like 4 star.,"Renovation on going terrible state of affairs. Should reduce rates and advice on booking, never again after 10 years of going there 2/3 times a year. Ex floor needs new carpets, area to small,  food is very limited",
Sita Shashi B,Excellent,"Professional and helpful staff, delicious ( I loved Sri lankan Food) and hygienic food.  View of ocean and city from the window was awesome! loved it.  I found Hilton an excellent hotel to stay for both business and individual visit to Colombo. I highly recommend Hilton for any meetings/workshop to be held in Colombo.",
Mohit Handa,,,
Jason D,"Good hotel, great location, excellent service","Nice location next to the Dutch Hospital area. The service was great, a bit full-on at times but everyone was very nice and helpful. The executive lounge service was great. The rooms need a bit of an upgrade but they had all the amenities. I'm not fussy nor do I regularly stay in executive rooms so it definitely met my expectations.",
jillcV233QQ,A home from Home,"I have been a regular visitor to the Hilton Colombo for almost 15 years and it truly provides me with a 'home from home' experience - the staff,food and service have all been consistently excellent over the years.  It is very well placed in the Colombo Fort, whether you are a leisure or business traveller.The hotel offers all the various facilities and services one would expect from the Hilton group.  I truly always look forward to my stays at Hilton Colombo, with the comfortable beds,beautiful views and the warm, efficient greeting from all the staff - from the bottom of my heart, thank you, Hilton Colombo !",
Tony S,Stay in Hilton - July 2016,"We stayed 3 nights at The Colombo Hilton. It was a pleasant experience, the staff were very nice, rooms were very clean and the facilities were very good. Overall we would like to recommend this hotel to anyone who is looking for a good place to stay in Colombo, Sri Lanka.",
Prem Prasad Mr M,Awesome,"Wow, it was really elegant and royal feel, will definitely recommend to all near and dears, wonderful sea view is one of the plus.  The hospitality of the staff is highly appreciable.  Chefs were receiving us in a homely manner",
Anil B,"Ordinary experience, didn't improve on last many feedback given","Tap was very tight and not easy to operate. I'm sure house keeping must be knowing it as they operate it during everyday clearing purposes. Also, every time i visited the property given them the feed back to give membership points benefit for the same but no improvement. so, I feel there is no use of giving feedback. no body bother to revert or call to reply. highly disappointed with this attitude",
AsokaGamage,Colombo Hilton 1 Night stay,"The best Staff in Any Hotel. Ever. Always made to feel welcome, cared for. From the moment I alight from Taxi to the time I departed. Everything was looked after by the excellent staff. I will always choose colombo Hilton When I visit Colombo from my country of residence",
Vishavjeet S,Excellent Service,it was  a good experience to stay at Hilton Hotel in Colombo city.Although I was business trip but the service given by hotel staff gave me a feeling as if I am on vacation. The most exciting was hotel location and delicious food.,
Sanjay Gupta,Looking a bit tired!,"I chose Hilton over other newer properties as it is a trusted name with an assured level of hospitality, but I found this particular one to be slightly tired looking. There is nothing wrong prima-facie, the staff is warm and friendly, the check-in is fast, rooms are spacious, linen is fresh and all amenities including wifi is provided. But then you find that the wall to wall carpet is slightly worn out; the sofa upholstery is all greasy on the edges; the springs of the mattress on the sofa side have softened quite a bit and sink lower vis a vis rest of the mattress creating an uneven and uncomfortable surface.  There should have been a shaving mirror but it seems it was removed. In these old style bathrooms the mirror is about 2 feet from where you stand and for middle aged",Date of stay: June 2016
Marla A,Building works!!!!!,Would have been great but building works ruined the experience !!!!Food at Curry Leaf restaurant exceptional not to be missed.Check if renovations are still happening before you book or your going to be disappointed .,Date of stay: April 2016
The_Lankan,Nice Hilton in a great location,I reserved 3 rooms in June for a wedding in the Grand Ballroom.  The service during the wedding and the stay was excellent.   I have stayed at least a few nights in this Hilton property almost every year for many years.  The staff is very friendly and accomodating the pool is nice and never crowded.   The hotel has been undergoing some construction in the lobby area for more than a year but it is very presentable and they put up walls around the area being worked on so if you did not know what it looked like before you may not even notice it was under construction because the temporary structure is so nice and looks permanent.   The hotel is located in a great spot with access to everything you need.  I took an Uber car many times and the wait time was under 10 minutes each,
Joel A,"Older hotel being updated, with excellent service and staff.","Hotel is older and undergoing renovations.  Staff is extremely attentive and friendly.  Good Western food options on room service menu and on-site restaurants.  Wi-Fi is complementary for guests and works well; even for establishing VPN connections.  Located very near to the Dutch Hospital(3 - 5 minute walk); which is very tourist friendly and contains multiple restaurants and bars, along with a small ODEL store for quick souvenir shopping.  Ikoi Tei Japanese restaurant in the Dutch Hospital is owned by the Hilton, if you are a guest at the Hilton you can charge your meal to your room there, and use the WiFi for free (it should connect automatically if you are already connected at the Hilton).",
TallTravels29,In need of a facelift,"I stay at the Hilton on work trips for the convenience of being next door to my office in the World Trade Center. The staff are very courteous and helpful and make sure you are comfortable. There has been renovation work in the lobby and public areas which has been in progress for over 2 years now, but the guest rooms haven't been renovated in some time. They're spacious and comfortable but the bathrooms and fittings are dated and in need of a refresh. The room service menu is very basic and needs a serious review - it's my least favourite thing about the hotel. Despite the good location and service, until the hotel is updated I feel like it doesn't justify the price which is similar to newer 5 star hotels.",Date of stay: June 2016
Roe2010,,,
CandyCritic,It Was OK,"We decided to stop at the Hilton in Colombo because we knew we'd be tired from a long flight into Sri Lanka.  We spent one night there and would head into the countryside the next morning.  The hotel was nice enough, not that much character, but clean and fancy enough.  As you would expect the price was on the higher end, but that's what you'd expect from a Hilton hotel.  If you were in Colombo on business or if you're doing what we were doing, you'll be more than comfortable.  The area around the hotel is OK as well.  You're close to a ""beach"", and there are a few dinning options around.  This was simply an OK hotel for the cost.  I was not blown away by anything in particular, there also seems to be a limited number of things to do as a tourist.",Date of stay: July 2015
66suehill2016,A great experience,"I travelled to Colombo for business in May this year and stayed at the Hilton for 3 nights. The room was spacious, attractive and very comfortable. The food was very good at both breakfast and in the evening. To unwind after the working day I enjoyed the benefits of a very nicely appointed outdoor pool and a few cold beers each night. Overall, the staff were very friendly and very helpful but I would particularly like to say a big thank you to the pool bar staff, Mahesh, Anthony and Herath who made my stay both very pleasant and most memorable. Thank you Gentlemen.",Date of stay: May 2016
mbroomhead,Superior staff,"I stayed here on business for a few nights and while the hotel is a bit dated and parts are under renovation, I found it fine, and the staff were outstanding - professional and friendly. The room was spacious and wifi was very good. Buffet breakfast was fine too.  It was conveniently next door to the World Trade Center, and Dutch Hospital ( a restaurant / bar complex) pretty much over the road. There's not much else within walking distance but the hotel cars are very useful. The pool is pretty big although a bit of a walk away.",Date of stay: June 2016
DubaiChampl,OLD HOTEL BUT NICE,"got a room on 12th floor partly facing the sea. the beach is around 5 minutes by walk from the hotel. rooms are spacious but the bathroom and everything else is quite old fashioned. Luckily the carpet was new. wall to wall glass door/window to view outside the hotel. For a change, the swimming pool is located otherside of the road, you need to walk through a private foot overbridge to reach the pool, that was the reason i did not see any guests swimming in this pool. Great breakfast, you get a lovely variety of food, staff are really humble and great, very helpful. the lobby bar is L shaped but still you can enjoy good drinks. Lunch buffet was also good, unable to find any fault except that renovation work is going on there and rooms and bathroom fittings, wardrobes are quite",Date of stay: June 2016
Dinithi92,An international experience with a local touch,"The staff is extremely helpful, very well trained, and polite despite whether you are local or not. The rooms are very clean and neat. Lower grade rooms still have old amenities like CRT televisions! But the executive rooms (I guess) in 17th n 18th floors are a killer!",
praveennimbalkar,Hotel under renovation - best to avoid,Not all recommended - extremely bad maintained hotel rooms  Bed bugs and stuffy rooms sleep less night - is what u don't want when u have a business meeting next day! Overall the worst Hilton hotel I ever stayed.,
Mohamed A,Great place but little upgrading needed,I was at the hotel several times. Trusted brand and the place is really nice. I have no complain but I think some upgrading needed to the rooms. Late check-out is one of the greatest thing the hotel offered.,Date of stay: October 2015
Ismail A,A perfect stay,"First of all this property is under renovation and in the reservation sites this issue was not mentioned. However hotel staff pays extreme attention to make it minimal effect on the visitors.   Hotel service is beyond regular Hilton and way above Conrad quality. They do everything to make you feel comfortable. From front desk to lobby, from doormen to room service everyone pays attention to you greet and bends backwards.   Food service is above excellent. Food quality ambience service are well above the expectations with very reasonable price.   Breakfast was perfect with plenty of selections and quality. Wait staff literally hand feeds you. Perfect hospitality.   I left $200 cash in my room with a mistake and room cleaner left it intact. Very honest people.",Date of stay: June 2016
Javiz A,Great stay after a long time,"I'm happy to be back to Hilton Colombo, I have not stayed since 2012 however I'm back now end I would love to stay with Hilton Colombo when ever I come to Colombo. As some of the team members are been very kind and helpful and also they have recognized me as one of their repeat guest. Wise from concierge and room attendant Dulanjalan was great and also chef Ranjeeth, and Disa, was supper great and same time I would like to mention that the director of operations Shane, and security manager was outstanding and I can feel that they are doing their best to keep this hotel in good shape and they are also doing some renovation at the hotel.",
Jane L,"Nice pool, good food","Jet lagged & desperate for a bed, this was ok for our needs. Nothing special, but typical Hilton experience. The pool area was very nice with lots of loungers, an excellent place to relax after a day sightseeing. Good views of the river from our room.",Date of stay: December 2015
Sophia C,Standard,"Hilton is a bit rundown, and a lot of the facilities are under renovation so that was a pity - believe that Hilton can deliver better value once all the renovations has been completed - but perhaps they should charge a discounted fee since a lot of the facilities/ restaurants cannot be used. Staff are very friendly, attentative and helpful.",
Yaser Thiab A,Hilton Colombo,"it was a nice hotel specifically the location of SPA out side the hotel building. Also, other restaurants are nicely located and traditionally decorated.   I enjoyed SPA services specially good massage done by Muddita.",
alan_lok,Be careful of double charges during check out,"The counter double charged my night of stay, luckily I discover it manually, voice it out and they changed for me. I book my taxi to airport via the hotel booking, to my horror, they charged it 2 times",
Sanjeev M,One of the best hotels in Colombo,"The Hilton CMB is my favourite hotel in this city. It is well located, has a great view of the Ocean and the staff and services are excellent. The quality of food and dining experiences are also very good, as are the goodies from the Cake shop.   It also has a large swimming pool. The rooms are well appointed, comfortable and spacious though now need a refreshment/ refurbishment.",
Saleh A,Hilton Sustainablity,"One of the best hotels, location specially the ocean view rooms, room style and cleanness, staff are friendly and helpful, food is excellent and wide verity, and close to the beach, but the best of all since I have been to every five star hotel in Colombo, this hotel is different (staff treatment) ..",
Kavi S,Excellent Accommodation,"Centrally located, close to Business District; Excellent infrastructure and very warm & courteous Staff; Always ready to help and make you feel special ! Though the Check in time is set to 3 PM, call up the hotel and request for an early checkin and they will oblige.",
sharmaliej,WHAT AN AMAZING SERVICE,I had no exception of the service. But it was a pleasant surprise. Everybody went over and beyond to make our stay a dream holiday. My mother was in the hospital and the help the hotel staff provided was worth mentioning. I could not be any happier. Everybody was just fantastic.,
Elisabeth E,Being Renovated,"The hotel is under renovation, which is very badly needed - rooms dated and over priced compared to other hotels in the city.   It is a business hotel.  No atmosphere if you are on a vacation or visiting Sri Lanka for the first time.",Date of stay: May 2016
David L,"Best hotel in Colombo, but really old & tired",The Hilton Colombo is a very established hotel for a couple of decades.  It's still very well-maintained and is a very good hotel.  It's just old and tired.  The carpet and furniture everywhere is very dated.  The rooms are functional and comfortable.,
Pmjworld,Exceptional and amazing staff,"Staff at all levels are amazing.  Best hotel experience we've had in years in over 30 plus countries. Amazing staff helpful on all fronts.   Front desk staff is exceptional, Manik is a standout   Exceptional staff attentive to all the little details.  Makes you feel as a house guest amongst family, with caring staff.  Truly an amazing experience",
sunils429,Best Hotel in Colombo for business,"If you are looking at staying close to the city and best of the amenities built in the hotel then look no further just check in at Hilton Colombo. This has one of the best food, rooms and the Gym. Very close to the sea and connected to World Trade center.",
Pravish14,,,
Danushka85,Amazing!,I stayed for three nights at Hilton Colombo during my vacation last week( from 16th May to 19th May) and It was absolutely fantastic. I was treated like royalty and each and every staff made special effort to make my stay brilliant. Special thanks to: Arlene/ Diwya/ Kasun/ Imalka at Reception for making my stay memorable. Good Luck!,Date of stay: May 2016
Carolyn R,Work in Progress,"Stayed here for 2 nights during what can only be described as a major re-fit.  Lovely staff, always smiling and so helpful. Food was ok.  Had a Margarita which was very disappointing, actually it was dreadful!  It is easy to get this wrong. BUT Had a fabulous room with wonderful views!!!!! Loved it!",Date of stay: March 2016
dandreyev,Needs some work and work is being done,"This was my second stay at this hotel, I stayed there 3 years ago. To be honest, the reason I chose this hotel was because of HHonors program and having Gold status there. I was promptly upgraded to a better room, although the only difference in the room was the view (ocean vs port & city). The lobby of the hotel is under renovation and therefore some of the restaurants and shops have been misplaced since my last visit. Unfortunately, the interior of the rooms is still very dated. But it is very clean and very well cared for. The personnel of the hotel is always very helpful and welcoming. They will soon face very fierce competition from some other brands as new hotels are currently being built right in front of them and, therefore, I assume they will renovate not just the lobby",Date of stay: April 2016
Sharbendu B,An excellent business hotel at a prime location,"Hilton Colombo at the Galle Face is an excellent business hotel. Off late there is some restoration work going on, still there is no impact on service etc. Most of the rooms has got stunning view of the Indian Ocean. The food is very good, in fact the curry leaf restaurant is one of the best in island cuisine.",Date of stay: April 2016
premhejmadi,Wonderful Stay,"We stayed at the Hilton, Colombo from Dec 08 to Dec 10, 2015. The staff was very friendly and courteous and the facilities were extremely good and well maintained. The food was delumptious and menus well thought out. It was a memorable stay.",Date of stay: December 2015
Chimai T,Can be better,Excellent staff who made up for old hotel rooms. Access to  the pool and gym are not great as they are not located within the hotel premise. The gym and pool area can be improved as they don't look like they belong to a 4-start= hotel.  Pastries are the best in this hotel.,
Habib Mohammed Hadi,,,
