name,review_title,review,date
Hartiii,Great Hotel,"We spent two nights here at the end of a long cycling tour of the the island.  We always book a nice hotel at the end of active tours when we can relaxe befor the long flight back to the USA.   The Mövenpick sure is fit the bill.  It’s a very modern with a rooftop bar and pool that is offers an amazing view of the city and ocean.  The rooms are clean and very comforatable, the restaurant are great, we tried all 3,  each had is own style and food was superb.  The staff is well trained and atentive.  The guys at the pool and Vista Lounge where the best.",Date of stay: March 2018
SubhaGoAb,,,
A W,,,
Laura B,Best Buffet Selection I've Ever experienced,"Modern and clean hotel with all the amenities you would expect of this class. The rooftop bar with live entertainment, cocktails and Shishas is particularly lovely to watch the sunset on an evening.  I only stayed 12 hours due to my travel arrangements, but the room was spacious and tidy with huge floor to clueing windows looking out onto the sea.  What is really special about this Hotel, however is the skill and presentation of the enormous and well laid out buffet. For an all you can eat buffet of sea food, fresh salads,charcuteries, cheeses, freshly prepared Asian, American and European dishes as well as homemade desserts (even homemade marshmallows!) everything I tried tasted fresh and amazing. What was incredible was that it cost less than £20 (including a drink) it was",Date of stay: March 2018
shihchengy,Nice Hotel,"I thought they were only selling ice cream, but their hotel was pretty decent too. Floor to ceiling windows were selling, but they had friendly personnel like Mr. Uren Anuranga provided good service which was very helpful when I was leaving. I’ll choose this one when I visit Colombo next time 👍",Date of stay: March 2018
jchunt787,,,
Colm Casey,Great service,"Stayed in the Movenpick and visited the Vistas rooftop bar. Lovely seaside view, infinity pool and jacuzzi. Polite and prompt service from Yohan. Tasty food and well stocked bar. Definitely recommend!",Date of stay: March 2018
Rod W,Great Room,"Enjoyed our stay at this hotel. Location was good. The room was excellent with all the facilities expected of a five star hotel. Great view from the full length window in the shower. Staff were very friendly and professional. Enjoyed the roof bar and pool. There are two restaurants in the hotel, Japanese and French, plus a small coffee bar in reception. We ate in the Japanese, sushi was good, but did not enjoy the Japanese Pizza, too sweet and stodgy. The hotel would benefit from a more casual, brasserie style restaurant as the two they have are quite formal. Also surprised there was no hotel shop.",Date of stay: March 2018
Journey210653,Colombo's Finest,"Best top hotel choice to stay while in Colombo, Sri Lanka especially on business trips in my case.  Chalani Amarasinghe and the Executive Lounge team on the 3rd floor always takes care of us after a long hard day's work and/or travels. While the guys on the 4th floor AYU restaurant make sure our breakfast is a plenty to keep us going in the morning.  Mind you, the dinner buffet there is gorgeously delicious.   I recommend the grilled chicken if you are in-room dining.  And to get the best view of the city while relaxing in the pool or the bar, never miss to visit the Vista on the 24th floor.  Next visit, I will try their other restaurants on the ground and a Japanese one on the second floor.",Date of stay: March 2018
CJ1211,Great hotel and location,"Started off in Colombo and was hesitant about staying somewhere I had not heard of before, but this place didn’t disappoint. Great location, roof top bar, infinity pool, fantastic restaurant,  but most importantly we had the best Sri Lankan curry EVER! I’ve been to SL 4 times now and honestly the chef needs a Michelin star!! Will definitely be going back to stay!",Date of stay: March 2018
Irene H,"Great location, service, facilities","Just stayed one night at end of great tour of Sri Lanka. Very convenient location to get flavour of that area of Colombo and also to relax before long journey home. Lovely room with sea view on 21st floor-would recommend..Great rooftop pool and bar.Were lucky that our stay coincided with Sri Lanka v Bangladesh cricket match and teams staying in hotel! Enjoyed lavish buffet dinner and breakfast..Staff very friendly and most helpful, in particular Thanuja and Indrajith..",Date of stay: March 2018
AhmedoSalama,,,
travelfreak119,MOVENPICK REVIEW,"Very good staff and good ambience.Friendly people in in-room dining ,quick service. I particularly liked Nalin's  service-extremely well behaved and courteous.The hotel is located at a very good spot and location.People are friendly",Date of stay: March 2018
483antonv,Moevenpick,"Great room, great amenities, centrally located, wonderful and lavish breakfast. Japanese restaurant was disappointing: reguested a tapanyaki, but could not do this for one person... Laundry services, very disappointing, as was their taxi services back and forth to the airport. Great rooftop bar, with great views of the city and the wonderful sunsets, once can expect in this area. Strangely enough the swimmig pool is next to the bar...",Date of stay: March 2018
Balázs J,,,
melisgiraud,Gym & Spa,"Right under the roof top pool, on the 23rd floor, Excellent workout options with Gayan over looking the ocean! Spa & massage alternatives are worth a try if you wish to start a wonderful day. Highly recommended!",Date of stay: March 2018
Adam S,A black mark on a perfect stay.,"Tried out this new hotel for the first time and was pleased with the friendly service. And the drink served on arrival was perfect to bear the heat the staff was very welcoming and made checking in a breeze. The room was perfect clean plus the amazing view was to die for. I spent the my first evening in the rooftop bar area service was quick efficient, the only thing I regret about my stay is my visit to the French restaurant the staff was very quick to welcome me and take me to my seat and then it was all downhill Buminda my server first brought the wrong wine not once but twice and instead of apologizing he tried to prove me wrong and then he brought me a beer I didn't even ask for, the bread arrived and minutes later a butter was placed. I couldn't understand any of this",Date of stay: March 2018
mandeep a,One of the best contemporary hotel,"It is one of the best hotel I have stayed in past 1 year. We took 4th category and the view of the beach was spectacular. Nothing more could be expected from the washroom to the placement of the bathtub. Pretty much in the centre of the city, we were very close to casinos and the main beach. I highly recommend this hotel to all the travellers.",Date of stay: January 2018
Arun R,Good Hotel & Comfortable Stay,"The hotel staff were very friendly, rooms were big and clean. The breakfast buffet was good. Unfortunately we couldn't try out the restaurants inside the hotel, but i'm sure from the experience we had that would be splendid as well!",Date of stay: December 2017
Mei Flynn,Amazing evening at the rooftop bar!!,I had drinks and food at the rooftop bar last Saturday evening and the staff were amazing and very attentive especially the manager Varin and Kapila and Amal. The view from there is great and even though the food arrived to my table not very hot I wasn't charged for this and I was offered a complimentary drink. The ambience and staff made this an unforgettable evening in Colombo and hope to return soon. Thank you for making me feel so welcome :))))),Date of stay: March 2018
AbuBenjamin,,,
Cyn3011,,,
petermumps,Home away from Home,I had a great 14 days in your wonderful Hotel.  Conveniently located with friendly staff and top quality service. Rooms are immaculate and the attendants do a great job of maintaining it in its pristine state.  The breakfast is a great experience with Mihiri at the onset setting you up with her Iron Man selection of herbal brews. The Executive lounge is a place to relax with Chalini Amarasinghe taking great care of you. Concierge and Bellhops are some of the best.  View from the room if you have sea frontage is wonderful with the sunset being out of this world.  Will always come back.,Date of stay: March 2018
Bodo L,Excellent City Hotel with perfect service,Excellent city hotel with central location and extraordinary helpful service. Excellent roof top bar with great view and pool. Important special service: Hotel doctor Dr. Galappaththi comes to your hotel room and provides competent help for all diseases.,Date of stay: March 2018
Sawan S,Amazing rooftop bar with large pool,"Upmarket hotel with a trendy vibe and great Roof top Bar.   Was slightly quiet on the night we went but I'm sure having a party there would be epic.   Hotel was lovely, with a gym on the 24th floor.   We were on level 23 which had an EPIC view from the glass shower overlooking the sea.  Highly recommend. Average Food sadly",Date of stay: March 2018
Lee M,Wonderful Accommodation!,The Movenpick was fabulous in every amenity. Views of the sea and city through glass walls incredible. Roof top infinity pool appears to fall over the edge - how cool!  The best part is the friendly and helpful staff - willing to provide assistance down to the minor detail. You will not be disappointed.,Date of stay: March 2018
mandya162,very adequate,"this was my first time in colombo and i went prepared to love it so would've liked any hotel (as long as it didn't sport two horns and a tail). the movenpick was fine. staff were lovely. the room was large, spacious and bright and so was the bathroom. the restaurant (i had the breakfast and lunch buffet) was very good, with western and local delights. movenpick is a new hotel and is very modern - so no old-world charm about it, but on the upside it looks and feels new and clean (apart from a spot of green mold in the corner of my otherwise spanking clean bathroom). the front desk were very accommodating since i had a late flight out - gave me a late checkout and then kept my bags and suggested i shower in the gym showers before my flight.",Date of stay: March 2018
Paresh R,,,
Brett D,,,
m_kumarasinghe,Excellent Restaurant Service,"The All Day Dining restaurant AYU had excellent service from all the staff, specially Amela. Wide variety of delightful eatables to choose from. Great ambience and view. Had a wonderful time with the family",Date of stay: March 2018
Asanka F,,,
Muzammil_MM,Nice Room Not The Lobby,"When I got there I have the feeling that this would not be good as the lobby is pretty small and quite cramped. However, once I got to the room it is surely a different thing altogether.  I had a room facing the sea and it has rail tracks just by the sealine. Very spacious room with all the amenities such as in-room safe, tea coffee making facilities is all available in the room. The bathroom is pretty spacious too with both bathtub and shower made available. You can soak in the bathtub having the view of the sun setting in the evening.  Breakfast spread is good and lunch buffet was good too. They served flower crab curry during lunch which was just awesome! I didn't have much time to explore the surroundings but there are a shopping mall and cinema just next to the hotel. I",Date of stay: February 2018
Hannah V,Great start to our trip!,"We stayed in the Mövenpick on our first night in Sri Lanka. On arrival we were given a room upgrade which had a fantastic ocean view!  The facilities at the hotel are excellent (especially the gym and the rooftop bar!) The staff are extremely friendly and helpful, and recommended a great sri lankan restaurant within 5 minutes walk of the hotel.   I would thoroughly recommend staying here - this would be our first choice of accommodation should we return to Colombo!",Date of stay: February 2018
Gokiker,Great ending to a fantastic adventure in Sri Lanka,"The Movenpick in Colombo is a great luxury hotel in the heart of the city, it has a wonderful rooftop bar with a stunning swimming pool and the staff are extremely attentive and friendly. We stayed at the end of a two-week adventure travelling around Sri Lanka, it was the perfect way to end the trip with a little bit of luxury. We ate in the French restaurant located on the 4th floor and the food was amazing! Would definitely recommend to anyone looking for a great hotel in Colombo.",Date of stay: February 2018
840alfredp,Sublime stay,"We’ve just spent 6 nights staying at The Mövenpick. We had a deluxe double bedded sea view room on the 10th floor. This is a mid sized hotel, 220 rooms ota. Very modern in design the sea view bedrooms are large and well equipped, the views over the Indian Ocean are to die for. We started off on the 22nd floor where the views are even better, but beware the fitness centre is directly above and with the Sri Lankan cricket team staying and starting their training at 6am be prepared for an early and loud awakening! Relocating to a lower floor was not a problem and we were quickly sorted. The staff here are simply fantastic, world class without doubt. There is an open top bar and swimming pool which is a lovely space to chill and enjoy the views. Breakfast on the 4th floor is great",Date of stay: March 2018
mike385,U must try this restaurant!!!,"First evening at Mövenpick in Colombo checkend all restaurants and settled on the Brasserie which was an excellent choice. The service is exceptional and the same applies to the food quality which is outstAnding. Try the beef or the chicken , Great selection of drinks but settled for a beer and a sac Blanc plus two more reds later. Very good meal but",Date of stay: March 2018
Worldvoyageurs,"Stunning hotel, great location, friendly staff","I loved my stay at the Movenpick Colombo. Highly recommend it. The buffet breakfast is amazingly delicious. The staff is very attentive and always smiling. A special thanks to the room boy, Chamiru Sachintha, who did the little extra each time to make my coming back to my room special: with beautiful fruit plates, well maintained washroom and gorgeous towel animal creations. He was also very respectful of my belongings. Another big thanks to Lasitha, the gym and pool boy. Very helpful and friendly, always welcoming me with a smile, and above all, with the outmost respect. And the final thank you goes to Nadeesha Perera. This young woman is a pearl. She has the qualities to become a high star manager anywhere. Thanks again team Movenpick. You can be proud!",Date of stay: July 2017
MenakaRajapakse,,,
Saubhik,Excellent stay during my business visit to Colombo,"1. The rooms are spacious, cosy and full of requisites.  2. Room service and In-Room dining service is excellent. Sleep quality is awesome!!  3. Staff is really helpful, special mention about Mr. Sumeda, with his warm gesture, of upkeep of the room and hospitality. Worth mentioning!!  4. Location of the hotel is strategic, besides Liberty Plaza and opp Liberty movie hall. Near to most of the office hubs in Colombo.  5. The night i joined was at 1:30am, In-Room dining served food in 15mins which is open 24hours a day with a variety of food in offer.  6. Amazing experience, would like to come again!!!",Date of stay: February 2018
Emmanuel N,Nice hotel,"The Movenpick Hotel in Colombo is a nice five star hotel with nice rooms and a great location. The service is what makes this hotel special. From the reception to the restaurants to room service, courteous and friendly staff make the difference.",Date of stay: February 2018
Ruben and Rach,Great place to stay in Colombo,We stayed in a room with seaview big for two people and very comfortable. The rooftop pool is really nice and the views in the sunset are great. The infinity pool is the best palce for sunset. The food was great breakfast and dinner with several options and first quality varitey and quality. The staff is very friendly and helpful. Loved it so much the Japanase restaurant.,Date of stay: February 2018
Tsung Wei W,New and modern property.,"I really enjoyed my stay at the Movenpick Hotel.  The property is new and modern, and the facilities are what you would expect from a 5* hotel.  The service is good, and although it's not perfect and still lacking in some areas the staff try very hard to please indeed.  I had to remind myself that this country was still war-torn just a few years ago, and it's understandable that the service standards aren't perfect yet, but with some training I think they could be very good indeed. For example, the check out process took much longer than what you would usually expect. But once again, it's easy to forgive when the staff are as friendly and nice as I have ever experienced.  The food at the buffet restaurant at Level 4 (Ayu) is really very good at all times of the day too!",Date of stay: February 2018
rikmsp,Nice rooms and good location.,So the checking in process was friendly but slow.  The staff seemed inefficient at something that is done at other hotels.   They insist for a separate damage deposit up front.   Which is confusing because other hotels during my stay did not do this?  The room on the ocean was a block away but descent.  The room was nicely appointed with the exception of the garish art in the entrance wall!?  The water in the hot tub and infinity pool was cold and uninviting.  There was a chocolate hour that was divine.   Free chocolate shots.   They were amazing!  The best and most decadent dessert on my trip to Sri Lanka.  The hotel assisted me in getting transportation and to the local sights.  Good service!,Date of stay: February 2018
Natalia B,,,
Voyager623655,Superb customer service,"The hotel is lovely: well equipped, spacious rooms with great views of the city/beach. Breakfast was delicious with something for everyone.  Room service food was very good and reasonably priced for a 5 star hotel.  What really made our stay was the superb customer service: every single member of staff we encountered from check in to our departure was friendly, professional and super helpful.  There are many high class hotels around the world that could learn a thing or two from the team at Mövenpick Columbo.",Date of stay: March 2018
DanaRadoi,,,
Joeys Buddy,,,
mariajones1111,Wonderful,Been there with my partner and we had celebrate our anniversary at Ayu. Staff are being attentive and care. Anticipated all our needs and for sure we will be back. Not that much ambiance but food was good.,Date of stay: February 2018
akilamewan1998,Ayu,"Excellent staff at Ayu buffet restaurant. Good spread of buffet options. Highly recommended Mihiri,Hostess at the entrance.Very attentive and caring.  Location and the view was not so ideal. overall had a good experience",Date of stay: January 2018
Maria B,Wonderful City hotel with GREAT service,"Really great hotel with spacious and Well equipped rooms (e.g. there’s an ironboard and ironer, which is so nice). As a family with four members space is essential for everybodys wellbeing.   The breakfast buffet is also very nice, and there’s cuisines from several continents, and we also ate at the Japanese restaurant, which also was a pleasent experience.  The location is quite good for most of the sightseeing highlights, and the Rooftop bar and infinity pool are terrific assets as well.  However, I do believe that the care and friendliness of the staff was the greatest part of the experience. Nice, caring and very attentive people across the hotel made the stay an outstanding experience.  Highly recommended!",Date of stay: February 2018
Twiggy Z,,,
Soumitro R,Having a wonderful stay,"The in room dining facility is excellent and good value for money. Mr Kinsly, The Duty Steward deserve special mention. The food was brought piping hot and well laid out on a trolley table with fresh flowers in a vase. Mr Kinsly was ever smiling and keen in look after our every need.",Date of stay: February 2018
Tijmen G,,,
Navigate753041,Modern and cool,Just spent one night here . Really modern and cool place . Stunning roof bar and swimming pool and great location next door to small shopping centre . Executive suites are huge with glass walk in bathrooms. Beautifully appointed bedroom with floor to ceiling glass windows and spectacular views over Columbo . Business type people staying here . Classy but expensive dining .,Date of stay: February 2018
Farah A,The baddest experience ever!,The hotel in general was good and clean since our flight was early and we have contact the hotel one day before that we will check in early in the morning so we arrived the hotel want to checked in the front desk asked us to wait a while the reason for the waiting is there is no available room and its not checked in on this time and we have waiting but suddenly i have notice all people are came after us I recognize them there with us in the flight got there room before us when we asked they told us we need to pay for early check in!! I have been in a-lot of hotels in the world this is the first time i hear about this rule!! And by the way all of the people got there room before us they didn’t pay! I’m really disappointed of Movenpick. Thank god I will stay one night only in this,Date of stay: February 2018
MeliaAroundTheWorld,Very nice place and food,"I came here twice last month with my friends, and really enjoyed our time there.  The food is really nice! If you miss international/ western food, this is the place. The atmosphere is quiet and the staff is really helpful and so smiley.  Special thanks to Amela who was always around to help us choose the best dessert :) and being patient with our questions.",Date of stay: February 2018
nishi z,Excellent service,"One of the classy hotel restaurants with a classy working staff, I really enjoy going to Vistas. Many thanks to the bar tender Ishan who dealt with us in a very professional manner. I will recommend all of my closest friends to visit the place and ask for Ishan for service.",Date of stay: February 2018
Dilan P,,,
Nili,,,
Apurva Shah,,,
Sara M,#1 Concierge,The hotel was beautiful and the service was amazing! We arrived at 8:00 AM after a red eye flight and were able to check in right away and have a nap before exploring the city. The concierge Thusitha helped us rent a car for our trip across the country and even checked in with us part way through our journey. He was extremely knowledgeable and helpful every step of the way. Thank you for an amazing stay!!! And thank you for the added touch of personalization Thusitha!,Date of stay: January 2018
Adamb501988,"Great staff, awesome service","My experience at the Movenpick hotel has very awesome, the staff,service, and food here is excellent. On the rooftop bar the hotel has great drinks, and bar tenders with great serving abilities and personalities. All the bar tenders are awesome, but there was one bar tender that stood out to me as being great at his job which his name is (ISHAN) He engages in conversations, asking you how your day is going, what food and drinks would you like, and always checking to see if you need anything else.   Great job!!!",Date of stay: February 2018
ASHIMA H,About staff,Amazing place with really great staff Kapila who made our evening really pleasant and relaxing .hoping to keep up the same experience every time . We had really hectic day the music is amazing and the ambience is good .really recommended .,Date of stay: February 2018
SEs,,,
Neena S,Good service,Superb City view to the rooftop with friendly staff and lovely music which was not there earlier. Amal was so friendly who was interacting with us while our drinks. Attractive menu with lot of choices. I like that bottle concept too. Great job.,Date of stay: February 2018
UntitledExplorer,Modern Hotel..,Stayed here around end of November 2017. It is a very new hotel - modern. Rooms are very nice. Team were very friendly and always available for help. They have a pool at Rooftop. The guys there were very nice and attentive. The only downfall was that service at Rooftop bar was slow in the evening. Definitely highly recommended,Date of stay: November 2017
Michael G,We love this place,"We had a great time, we loved the pool, the food and the friendly staff, especially Passu who works on the roof. The rooms were cool and the hotel was in a great location to get around Colombo. We will come back",Date of stay: February 2018
ButteryPaul,"Nice enough, but a little soulless","The hotel is nice but pretty bland/corporate.  Room was a great size but decor was kind of odd, somewhere between Frasier's house and a boardroom.  Service was a bit off too, they twice tried to charge us for breakfast that was included, forgot some food in our room service orders, and were very expensive offering to get us a taxi.    Pool on the roof is great though, and the bed and sheets were unbelievably comfortable, best night's sleep in a long time.",Date of stay: February 2018
Rahul R,Highs and lows,The reception staff on the day of checkin were up to mark . The rooms given had horrible view and one of the rooms was dirty .  Must stay at higher levels else the sea view is not that good . The room interiors are modern but poorly done . The bathroom is huge and nice but the glass doors have not been fitted properly . There is a lot of gap and it’s uncomfortable for the person using the bathroom. Location is poor .   Positives Lovely breakfast,Date of stay: January 2018
ShafraZ I,The best rooftop bar in towm,Vistas is the perfect place to wind down in colombo with friends. The shisha (blueberry) and drinks (acharu cocktail) are second to none. Amals friendly and professional service means we will be repeat customers for sure!,Date of stay: February 2018
Bendix M,Rooftop bar,I was heading to this place with a friend and must say that it was really worth it. We had a very welcoming team and especially the bartender Ishan was awesome! He made the evening very special! We would recommend this hotel!,Date of stay: February 2018
devdev55,Rooftop Bar,We had a very nice stay at the rooftopbar and Ishan was the best bar tender! He knew what we wanted without asking for it! Really recommend that place and also that awesome bartender! It was our last night and we really enjoyed it!,Date of stay: February 2018
Explorer08,fast check in and excellent hotel,"i was there for two night i checked in fast with welcome drink. hotel is nice and new. room is big with sea view,add buffet is full of verity of food sply  dessert counter at dinner time was wow. housekeeping service was good and hotel staff was helpful",Date of stay: February 2018
joseph a,Pleasure,"“Excellent environment, friendly service, great menu choices and really decent food and great drinks . Great views over the city and a relaxing vibe. Will be back.“ thanks to Ishan, Kapila & the rest of the crew.",Date of stay: February 2018
TSDinsdale,,,
Gustav S,Great hotel,Really nice hotel and Good drinks! Great service! Kapila is an awesome bartender! Also love the location! Awesome rooftop bar and the view from the swimmingpool is amazing! Beautiful hotelrooms as well!,Date of stay: February 2018
TeeJay272015,Lunch at Ayu restaurant,AYU serves a good International buffet for lunch and this is an all day dining restaurant. It has a good spread including seafood. A large spread of starters with salads will be an attraction for healthy eaters. The deserts were also tasty.,Date of stay: January 2018
JBGeo1,Thanks,"Friendly, competent employees in a hotel with good rooms, adequate gym facilities, and excellent buffet food options (including limited gluten-free offerings). My thanks go to restaurant (Floor 4) and room cleaning staff (Floor 14; Suneda and co.) for an enjoyable stay.",Date of stay: February 2018
EweAun,A testament to South-Asian hospitality!,"The staff service there is excellent! We were there for a 5-day/4-night international conference and the arrangement was beyond par. The only regret, understandably, is that late check-out was not permissible.",Date of stay: January 2018
Charen Hulangamuwa,Sun and Vistas!,One of the exceptional roof top bars in Colombo and personally I do feel this as the best in standards compared to other 5 star hotels around. Met Mr. Lashan Sun who had a perfect welcoming attitude with a great service. I must say about his enormous knowledge over wines & spirits. We would definitely recommend this place for a wonderful getaway. Hope to come again.,Date of stay: February 2018
Jax_Travz,Excellent Service at Vistas!,I've been there with my friends and we had an amazing time at Vistas - roof top bar at Mövenpick Colombo. Food was nice and the service indeed was in a good standard. Bar manager Mr. Lashan was very much courteous and helpful making the atmosphere very friendly and welcoming. Great staff. Spectacular views even at night. Hope to come again & again! Thank you.,Date of stay: January 2018
Schmidu,Solid Hospitality,"Take an Ocean view room, it's worth the extra money. Very clean, excellent Housekeeping. I loved the Outlet team on the rooftop, as a female single traveller they took really good care of me, thanks to all the team. The Bartenders know what they are doing, try some of the cocktails you'll be surprised. Breakfast selection very good and the bread is fantastic.",Date of stay: February 2018
Adeel_Raza,,,
ice4083,Nice city hotel diabolical food,"We visited the hotel for lunch on a Sundry. It is situated at a convenient location in Colombo and there was ample parking, easy access. The dining room was spacious. But the food was a terrible let down, anyone having dined here would loose the opportunity of a great culinary experience that the country has to offer. The desserts looked like prepared by trainees was sticking to the throat like glue and tasted stale.",Date of stay: February 2018
alifiyan,A beautiful hotel,We really loved this hotel. The hotel is contract located and next to a mall - so food is not a problem  The rooms are big and spacious and the bathrooms are also v big and comfortable. In case you are a family with kids - one big room will suffice.,Date of stay: December 2017
2euroselfserve,Rooftop bar and pool makes it all worthwhile....,"The rooftop bar and pool really makes this hotel. After a day touring Colombo, there is nothing better than this pool and the amazing view.  We did also have an excellent room, very clean, great size.  Service was good.  The cost v's value we paid here felt good - we paid around $240AUD per night with breakfast which was appropriate for the hotel.   Would definitely stay here again if we were back in Colombo in the future.",Date of stay: January 2018
RajSom,,,
Marc V,Excellent Hotel!,"We stayed at this hotel for a couple of nights and very much enjoyed it. The location of this hotel is fabulous, the rooms are very clean, very comfortable beds and food here is delicious:) The hotel staff is very friendly, efficient and deal with any requests in a timely fashion. The breakfast buffet is really excellent, especially the local delicacies that are being offered. We stayed in room 1612, which unfortunately wasn’t a ocean view but exquisite nevertheless. Since we only stayed here a short time, we decided to book a city tour through the hotel. It was very reasonably priced; Amar, the driver and tour guide gave us an excellent and informative city tour. I’d definitely recommend him if your staying at this location. I’ve stayed at many Mövenpick hotels around the globe",Date of stay: February 2018
Tuan Rizan,House of Pleasure,We friends visited VISTAS for drink... and we enjoyed the $1 promotion.. It's worthy for money... and the waiter (Amal) was amazing with pleasant personality and supportive... His service was mind-blowing.. and the bartender (Kapila) also was so efficient.. it's a matter of placing the order.. Our order is ready.. So So So.... worthy...,Date of stay: February 2018
P T,Lovely hotel with amazing view,Rooms are spacious with an incredible view of the ocean (provided you are on the ocean side). Breakfast buffet is amazing. Egg hoppers and Sri Lankan cuisine is amazing. There is also a full western breakfast buffet and juice bar. The roof top pool long is enough for laps and wonderful to watch the sunrise or sunset. Like everything else the gym is brand new with the usual equipment. The salon is also quite good and reasonable. Highlight is chocolate hour from 5:30 to 6:30 everyday where you can sample wonderful chocolate delights in the lobby. All in all a good hotel if you are traveling for work or pleasure.,Date of stay: February 2018
575MarkT,Very average and poor service,"This is in a good central location but suffers from traffic noise in almost every room. When will hotels learn the primary reason people stay is to sleep and invest in making rooms noise free.  Rooms are good and beds comfortable but service at reception is terrible. It took us 30 mins just to check out.   On top of alk that i left some shirts in the room and 3 emails later the hotrl has not even the courtesy to reply.   To be homedt. Average is a generous score, there sre much better hotels in Colombo at similar prices.",Date of stay: January 2018
Yannick V,Excellent rooftop bar with super service,"Spending lots of time and travels in sri Lanka but the rooftop bar from movenpick is just the best in all Asia! The service is just perfect and never had such a wonderful time with Hassim, Kapila and Sun (shine). They made our stay in movenpick perfect, I like good service and these guys gave best service I could imagine!",Date of stay: February 2018
Achini P,Vistas rooftop bar,Great place with a AMAZING view. I came here once and bought my friend the other day too. Fayas at the vistas gave us a 6 star service with a smile on his face always and the bartender kapila too 👌🏻 the best thing about the bar is its open untill 2am and the music was great you can actually chill and have a nice time.All the other staff  had smiles on their faces and all welcoming. Would definitely come again 🔥 keep up the good work .,Date of stay: January 2018
DonGamage,,,
Iean R,Vistas Rooftop Bar,"Thanks to Mr Lashan Sun and the Vistas Rooftop team for their warm welcome and friendliness.  Doing their best always to give their guests the best service.  Lovely views, good atmosphere and personal service.  Helps to create a home away from home.",Date of stay: January 2018
Hk777Traveller,,,
Rich V,Movenpick rooftop bar,Great place and view with awesome music. Kapila is a great mixologist as he was able to change the drinks to what I wanted. Started with a margarita with a particular brand of Patron but seeing that it was not my favorite he made me a second one with the Patron that I prefer.  I highly recommend he make your drinks. You will be very pleased.,Date of stay: January 2018
Vanessa. K,Vista rooftop bar,"Great place to chill and relax after a day's work..  I'm a foreigner working here in Colombo and it's exhilarating to find a good place to have a few beers.  Alcohol prices are reasonable, music was great.. Special mention to bartender Ishan and manager on duty who were attentive and service oriented..",Date of stay: January 2018
vineet1973,Nice New Vibrant Hotel,"Stayed in the hotel for the first time. It is slightly small lobby, but modern and many floors.  View from the higher floors is good. The newness in the hotel is great and also the terrace restaurant. It is in the center of the city and some parts face the sea. Overall a great stay!",Date of stay: August 2017
Sejal P,The most comfortable bed!,Great service. New rooms which were absolutely stunning. Lovely rooftop infinity pool. Most comfortable bed I think I've ever slept in! The whisky bar was very nice and never too busy. Didn't try the restaurants as only here for a couple of days. I'd recommend the movenpick Colombo!,Date of stay: January 2018
Anine F,Great hotel!,"We had such a nice time at Mövenpick! Clean, nice and trendy! The rooftop bar is amazing! Our bartender buddy Kapila and the other staff members did such a good job. Wish we were staying for longer :-)",Date of stay: January 2018
Zameena K,Vistas Rooftop Bar,Great place with an amazing view. Best place to hangout with friends. Hoping to revisit the place. Watching the sunset while sipping wine is what I enjoyed the most. Their food was delicious as well. Fayas at Vistas gave us a great service. Thumbs up for his brilliant support.,Date of stay: January 2018
GandCAdventures,,,
Scenic751322,Great customer service,"Movenpick hotel rooftop bar is awesome!... Awesome cocktails and music. Great customers service and special kudos to Kapila our Barman for the night! ,Great job Kapila and keep it up! When here please ask for rooftop cocktail... So smooth and refreshing! Kapila will even show you how to make it!!!",Date of stay: January 2018
ieanr2018,Disturbed sleep,Pick up on training of housekeeping staff to round off excellent standards elsewhere in the hotel. The staff from security outside through the lobby and into all service venues do their utmost to please.  Housekeeping service is variable and sometimes noisy at night.,
kevinjuliangosset,Wonderful Experience,"Have been to the hotel's Roof Top bar ""Bristas"" several times, the main reason I re-visited was because of their out of the world service, they never kept me waiting and I really enjoyed their professional plus caring service, special thanks should go the most qualified and skilled bar tender Ishan.",Date of stay: December 2017
Christal76,Great stay,Stayed in this modern hotel for 1 night and it was too short but enjoyed thoroughly. Staff are very friendly and have many restaurant options. The buffet at breakfast is with wide range of food. Very good shopping available nearby.,Date of stay: November 2017
sffred2015,Superb property with amazing rooftop,"I stayed here for a couple nights and was very pleased with the high floor sea-view room. The room was new and when you had problems with the fans or noises, the maintenance guy was quick to assist. At times, there maybe problems with staff (as commonly faced in any new hotels) but Mr Kasun De Silva and Ms Nimesha were professionally trained to tackle any problem and ensured your stay was enjoyable. The rooftop bar was phenomenal to take sunset photos. In addition, room service menu was tasty and reasonably priced. Also, make sure you get the delicious breakfast package. Uber to other part of the city was relatively cheap. I would stay at this hotel again on my next visit!",Date of stay: January 2018
Manjula R,Very Good Place...,"Very good place, Service and good food. Excellent location and a Business class 5 star hotel. A Place to be for Get together's, business meetings and for short stay with all facilities. Also for dining.",Date of stay: December 2017
Saatvika N,"Good Location, very nice rooftop, great staff",The rooms were spacious. The rooftop and the music there was really nice. The staff was courteous and polite and the location was great too. The in room dining experience was great too - quality of food and the service - great.,Date of stay: January 2018
The Trailing Travelers,,,
Pyush M,"Good ambience, amazing roof top...bar boy ""Ishan"" is icing on the cake.","Amazing roof top...bar boy ""Ishan"" is icing on the cake, good music... Awesome crowd...View is the best part ... Indian ocean at its best....It's live a part of never never land...Where there is hold of time and dreams are reality.",Date of stay: January 2018
