user,review_title,review,date,translated,entities,sentiment,sentiment magnitude
Nicholee R,The Best Hotel I've Ever Experienced in Sri Lanka,"I stayed for 2 nights in the executive floor no,921 where the room was very nice and the bed is super comfy too.The cleanliness is at it's finest.Big Tick for that.Love the view so much.The food also very delicious.The staff was very nice and always smiley.Special thanks to the Room attendant Isuru who made a wonderful service through my stay.Very Attentive and a person who made me feel like i'm in home in this hotel.Recommends as the best place to try out in Colombo.",Date of stay: September 2017,"I stayed for 2 nights in the executive floor no,921 where the room was very nice and the bed is super comfy too.The cleanliness is at it's finest.Big Tick for that.Love the view so much.The food also very delicious.The staff was very nice and always smiley.Special thanks to the Room attendant Isuru who made a wonderful service through my stay.Very Attentive and a person who made me feel like i'm in home in this hotel.Recommends as the best place to try out in Colombo.","{'name': ['nights', 'executive floor', 'cleanliness', 'Isuru', '921', 'room', 'person', 'bed', 'staff', 'view', 'food', 'thanks', 'Big Tick', 'home', 'Room', 'place', 'hotel.', 'service', 'stay.', 'Colombo', 'Very Attentive', '2', '921'], 'type': ['EVENT', 'LOCATION', 'OTHER', 'PERSON', 'LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'NUMBER', 'NUMBER']}",0.9,0.9
etraveller-Sri-Lanka,Good five star hotel,"This is located in the center of Colombo. I have been to many five star hotels in Colombo, and i found the best buffet at The Kingsbury. Furthermore, the hotel is very elegant and used modern amenities in the rooms. Specially, they have a very nice rooftop bar overlooking the ocean.  Cheers - Feel Special.",Date of stay: April 2017,"This is located in the center of Colombo. I have been to many five star hotels in Colombo, and i found the best buffet at The Kingsbury. Furthermore, the hotel is very elegant and used modern amenities in the rooms. Specially, they have a very nice rooftop bar overlooking the ocean.  Cheers - Feel Special.","{'name': ['center', 'Colombo', 'hotel', 'hotels', 'buffet', 'rooftop bar', 'The Kingsbury', 'ocean', 'amenities', 'rooms', 'Cheers - Feel Special', 'five'], 'type': ['LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'NUMBER']}",0.6,3.0
IsabelWillems,"Everything went well, We are happy with the service got.","We arrived 6th December, It was holiday for us. Everyone was friendly, smiling faces. I like the Sri Lankan culture. We didn't feel like outsiders. Everyone was helpful. Ask anything to em, they will solve it for you.  Thank you for everything :)",Date of stay: December 2016,"We arrived 6th December, It was holiday for us. Everyone was friendly, smiling faces. I like the Sri Lankan culture. We didn't feel like outsiders. Everyone was helpful. Ask anything to em, they will solve it for you.  Thank you for everything :)","{'name': ['anything', 'Everyone', 'faces', 'Everyone', 'culture', 'outsiders', 'everything', 'Sri Lankan', '6th December', '6'], 'type': ['OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'LOCATION', 'DATE', 'NUMBER']}",0.6,4.7
REKHAWIC,Great Service and Food,"I went to have the Lunch on 23rd this month with three others including a Foreigner. He was so happy with the Lay out and the variety of Foods. It's delicious. We had a pleasing time tasting most of varieties and having a chat.  It was very crowded but the staff of kingsbury managed very well paying attention to each tables. Thanks Mr.Godfree for the special care taken to my Italian Guest to  explain about Srilankan Fruits. Wish you all, all the very best!",Date of stay: September 2017,"I went to have the Lunch on 23rd this month with three others including a Foreigner. He was so happy with the Lay out and the variety of Foods. It's delicious. We had a pleasing time tasting most of varieties and having a chat.  It was very crowded but the staff of kingsbury managed very well paying attention to each tables. Thanks Mr.Godfree for the special care taken to my Italian Guest to  explain about Srilankan Fruits. Wish you all, all the very best!","{'name': ['Lunch', 'others', 'Foreigner', 'varieties', 'variety', 'chat', 'most', 'Foods', 'kingsbury', 'staff', 'Lay', 'care', 'Guest', 'Godfree', 'Italian', 'attention', 'tables', 'Thanks', 'Srilankan Fruits', '23', 'three'], 'type': ['OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'ORGANIZATION', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER']}",0.8,5.6
BillyMc_13,Great Location Excellent Service,"Stayed in Suite 810  for 5 days in August and will go back. Trip started by being picked up by Chauffer Jehan Ayub  who whisked us to the hotel and then over the following days took us to the best shopping spots and sights in and out of Colombo. If you are interested  cricket  he is also your driver . He also made us feel extremely safe.  Once at the Hotel we where met by our Butler Glen Colas  who made us feel at home. Once again a font of knowledge for whom nothing was too much trouble  and if he was not there Michael was able to assist.  There is a great range of dining  all good  ,but must give a special mention to Clarance and his staff who gave exemplary service.  Finally opposite the Hotel is the old part of town where one can walk and do some exploring  Highly Recommend",Date of stay: August 2017,"Stayed in Suite 810  for 5 days in August and will go back. Trip started by being picked up by Chauffer Jehan Ayub  who whisked us to the hotel and then over the following days took us to the best shopping spots and sights in and out of Colombo. If you are interested  cricket  he is also your driver . He also made us feel extremely safe.  Once at the Hotel we where met by our Butler Glen Colas  who made us feel at home. Once again a font of knowledge for whom nothing was too much trouble  and if he was not there Michael was able to assist.  There is a great range of dining  all good  ,but must give a special mention to Clarance and his staff who gave exemplary service.  Finally opposite the Hotel is the old part of town where one can walk and do some exploring  Highly Recommend","{'name': ['Chauffer Jehan Ayub', 'cricket', 'Trip', 'Suite 810', 'Clarance', 'Butler Glen Colas', 'hotel', 'part', 'Hotel', 'Michael', 'font', 'nothing', 'shopping spots', 'sights', 'home', 'knowledge', 'staff', 'service', 'Hotel', 'Colombo', 'mention', 'Recommend', 'town', 'range', 'trouble', '810', '5', 'one'], 'type': ['PERSON', 'OTHER', 'EVENT', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER', 'NUMBER']}",0.7,6.1
S B Tiwari /,Excellent property,I stayed for two nights. It is an excellent property near the sea front. The rooms are just the right size . The breakfast was elaborate and tasty. I did get a feeling that the cut fruits which were served at the breakfast were cut hours before. Check in and check out was smooth and quick. Toiletries were world class. This was my first visit to Colombo but not the last. Kingsbury will be my abode always.,Date of stay: September 2017,I stayed for two nights. It is an excellent property near the sea front. The rooms are just the right size . The breakfast was elaborate and tasty. I did get a feeling that the cut fruits which were served at the breakfast were cut hours before. Check in and check out was smooth and quick. Toiletries were world class. This was my first visit to Colombo but not the last. Kingsbury will be my abode always.,"{'name': ['property', 'fruits', 'sea front', 'rooms', 'feeling', 'breakfast', 'size', 'breakfast', 'visit', 'world class', 'abode', 'last', 'Colombo', 'Kingsbury', 'Toiletries', 'two'], 'type': ['LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'EVENT', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'NUMBER']}",0.5,6.6
Hana D,First stop,This was our first stop on our Sri Lanka trip... was a lovely hotel. The bed and bedding was out of this world!!  The food was delicous to say the least and would highly recommend curry and pizza!  The rooms were small considering 3 of us but that bathrooms were lovely as were the products provided !  The service was good but not amazing. A lot of staff around at times doing very little considering 5 star.   But well worth the price the whole stay and would highly recommend.,Date of stay: September 2017,This was our first stop on our Sri Lanka trip... was a lovely hotel. The bed and bedding was out of this world!!  The food was delicous to say the least and would highly recommend curry and pizza!  The rooms were small considering 3 of us but that bathrooms were lovely as were the products provided !  The service was good but not amazing. A lot of staff around at times doing very little considering 5 star.   But well worth the price the whole stay and would highly recommend.,"{'name': ['stop', 'trip', 'Sri Lanka', 'hotel', 'food', 'bed', 'world', 'bedding', 'pizza', 'least', 'curry', 'star', 'times', 'staff', 'lot', 'price', 'stay', 'rooms', 'products', 'bathrooms', 'service', '3', '5'], 'type': ['LOCATION', 'EVENT', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'CONSUMER_GOOD', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'EVENT', 'LOCATION', 'CONSUMER_GOOD', 'LOCATION', 'OTHER', 'NUMBER', 'NUMBER']}",0.5,4.3
Chathuranga,One of the best in Colombo,"I had my wedding at the Balmoral in Kingsbury. Their service was excellent and special thanks to the chef for super tasty food, exactly as we have requested. The staff is also really helpful. We have also spent our first night at Kingsbury where the room quality was excellent and without a doubt its one of the best in, not only Colombo but in the entire Country. Keep up the standards. Cheers.",Date of stay: June 2017,"I had my wedding at the Balmoral in Kingsbury. Their service was excellent and special thanks to the chef for super tasty food, exactly as we have requested. The staff is also really helpful. We have also spent our first night at Kingsbury where the room quality was excellent and without a doubt its one of the best in, not only Colombo but in the entire Country. Keep up the standards. Cheers.","{'name': ['thanks', 'wedding', 'Kingsbury', 'Balmoral', 'Kingsbury', 'service', 'chef', 'staff', 'room quality', 'food', 'doubt', 'Country', 'Cheers', 'standards', 'Colombo', 'one', 'one'], 'type': ['OTHER', 'EVENT', 'PERSON', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'NUMBER']}",0.7,4.6
Chamith W,Helpful staff. Fantastic hotel,This is where my wedding was done. The staff is amazing. Helpful. Specially mr thameera. A event cordinator. He was so negotiable and helpful. Did help us on many things. Foods are excelent. Did stay a night and it was awesome. All things are perefect.,Date of stay: August 2017,This is where my wedding was done. The staff is amazing. Helpful. Specially mr thameera. A event cordinator. He was so negotiable and helpful. Did help us on many things. Foods are excelent. Did stay a night and it was awesome. All things are perefect.,"{'name': ['wedding', 'event cordinator', 'staff', 'thameera', 'things', 'things', 'Foods'], 'type': ['EVENT', 'PERSON', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER']}",0.6,6.1
cecilratnayake,Good Buffet,"I was at Kingsbury Harbour Court on 15 night with my family. It was a grate buffet. This is the third time I visited with in two months. It had a combination of Sri Lankan ,Western and Indian food. No way of having the entire range in the buffet as it is a big combination of food. Still the service of the serving staff is not up to the mark. If the Hotel can correct these small errors it will be the best buffet in town currently.",Date of stay: September 2017,"I was at Kingsbury Harbour Court on 15 night with my family. It was a grate buffet. This is the third time I visited with in two months. It had a combination of Sri Lankan ,Western and Indian food. No way of having the entire range in the buffet as it is a big combination of food. Still the service of the serving staff is not up to the mark. If the Hotel can correct these small errors it will be the best buffet in town currently.","{'name': ['family', 'grate buffet', 'Kingsbury Harbour Court', 'range', 'buffet', 'combination', 'buffet', 'food', 'combination', 'way', 'mark', 'Hotel', 'Sri Lankan', 'Indian', 'Western', 'town', 'errors', 'service', 'food', 'staff', 'two', '15'], 'type': ['PERSON', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'NUMBER', 'NUMBER']}",-0.1,2.8
Shivam Gupta,Great location with Scenic rooms,I stayed at Kingsbury for 17 nights in the month of June 2017. The hotel is located near the Galle beach/City Center making it a convinient location. They serve one of the best buffet breakfasts with a lot of variety. Also the Pool side bar (Honey) is one of the most happening places in town. Overall a great place and a great staff. Special thanks to Ms. Rasha Fernando and Ms. Aloka for their help and support. Thanks a lot guys.,Date of stay: June 2017,I stayed at Kingsbury for 17 nights in the month of June 2017. The hotel is located near the Galle beach/City Center making it a convinient location. They serve one of the best buffet breakfasts with a lot of variety. Also the Pool side bar (Honey) is one of the most happening places in town. Overall a great place and a great staff. Special thanks to Ms. Rasha Fernando and Ms. Aloka for their help and support. Thanks a lot guys.,"{'name': ['Kingsbury', 'Pool side bar', 'City Center', 'thanks', 'Rasha Fernando', 'Aloka', 'hotel', 'lot', 'one', 'variety', 'buffet breakfasts', 'location', 'Honey', 'Galle', 'staff', 'support', 'help', 'guys', 'places', 'place', 'town', 'June 2017', '2017', '17', 'one', 'one'], 'type': ['PERSON', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'DATE', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",0.7,5.2
CatTurnTrav,Modern contemporary Sri Lanka,"Definitely the most luxurious hotel we stayed in during our stay in Sri Lanka. Also the busiest in terms of people and activities happening...wedding, engagements, conferences..people, people, people. Let's not hide the fact it's a city hotel that attracts business events/conferences as well as the leisure market so she's a busy place. Having said that there is a good staff to customer ratio and they are friendly and helpful...I observed them handling some difficult customers amazingly well....lessons to be learnt by others. Located a very short distance to the Old Dutch Hospital precinct and a short tuk tuk to the lively Main St area. Rooms large, comfortable, modern with a nod to the colonial history of Sri Lanka. Only criticism would be the shower over the bath which for",Date of stay: August 2017,"Definitely the most luxurious hotel we stayed in during our stay in Sri Lanka. Also the busiest in terms of people and activities happening...wedding, engagements, conferences..people, people, people. Let's not hide the fact it's a city hotel that attracts business events/conferences as well as the leisure market so she's a busy place. Having said that there is a good staff to customer ratio and they are friendly and helpful...I observed them handling some difficult customers amazingly well....lessons to be learnt by others. Located a very short distance to the Old Dutch Hospital precinct and a short tuk tuk to the lively Main St area. Rooms large, comfortable, modern with a nod to the colonial history of Sri Lanka. Only criticism would be the shower over the bath which for","{'name': ['hotel', 'stay', 'Sri Lanka', 'criticism', 'terms', 'busiest', 'staff', 'place', 'fact', 'city hotel', 'people', 'people', 'people', 'people', 'conferences', 'activities', 'wedding', 'engagements', 'conferences', 'leisure market', 'business events', 'customers', 'customer ratio', 'lessons', 'tuk tuk', 'area', 'Rooms', 'nod', 'history', 'bath', 'Main St', 'others', 'distance', 'precinct', 'Old Dutch Hospital'], 'type': ['LOCATION', 'EVENT', 'LOCATION', 'OTHER', 'OTHER', 'EVENT', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'EVENT', 'OTHER', 'EVENT', 'OTHER', 'EVENT', 'OTHER', 'EVENT', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION']}",0.5,3.9
Tim B,"Excellent Hotel on the Waterfront, for now, in Colombo","This was the second time that I have been to Colombo, having stayed at the Cinnamon Grand the last time.  The Kingsbury was nicer in that it was smaller and the rooftop bar was an incredibly pleasant place to relax after a work day.  Not as nice as the garden at the Galle Face Hotel, but a close second.  My room was pleasant, though not overly special for a five star hotel.  The breakfast and buffets were excellent as was the one dinner that I had in the steak restaurant.  The only downside is the construction on the mammoth new development that is ongoing in front of the hotel.  It did not really bother me but I could see how some might find the reclamation of land from the ocean a bit tiresome.",Date of stay: August 2017,"This was the second time that I have been to Colombo, having stayed at the Cinnamon Grand the last time.  The Kingsbury was nicer in that it was smaller and the rooftop bar was an incredibly pleasant place to relax after a work day.  Not as nice as the garden at the Galle Face Hotel, but a close second.  My room was pleasant, though not overly special for a five star hotel.  The breakfast and buffets were excellent as was the one dinner that I had in the steak restaurant.  The only downside is the construction on the mammoth new development that is ongoing in front of the hotel.  It did not really bother me but I could see how some might find the reclamation of land from the ocean a bit tiresome.","{'name': ['time', 'rooftop bar', 'hotel', 'Colombo', 'Cinnamon Grand', 'development', 'dinner', 'construction', 'room', 'second', 'garden', 'Kingsbury', 'buffets', 'reclamation', 'Galle Face Hotel', 'front', 'ocean', 'land', 'some', 'breakfast', 'steak restaurant', 'five', 'one'], 'type': ['EVENT', 'OTHER', 'LOCATION', 'LOCATION', 'ORGANIZATION', 'OTHER', 'EVENT', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'CONSUMER_GOOD', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'NUMBER', 'NUMBER']}",0.1,3.0
JOANNE99JAYAMAHA,Excellent coordination and event planning and great food,"Excellent choaqaice of food with a selection of gourmet dishes. Absolutely good in event planning and helpful and friendly staff a special thanks to Sudesh Gunasekara Banquet manager who's tireless efforts made a family function a memorable one. A special thanks go to the team at the banquet, Kudos to the chef too.",Date of stay: September 2017,"Excellent choaqaice of food with a selection of gourmet dishes. Absolutely good in event planning and helpful and friendly staff a special thanks to Sudesh Gunasekara Banquet manager who's tireless efforts made a family function a memorable one. A special thanks go to the team at the banquet, Kudos to the chef too.","{'name': ['choaqaice', 'food', 'selection', 'gourmet dishes', 'efforts', 'Kudos', 'thanks', 'manager', 'staff', 'event planning', 'family function', 'team', 'Sudesh Gunasekara Banquet', 'chef', 'thanks', 'one', 'one'], 'type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'ORGANIZATION', 'ORGANIZATION', 'PERSON', 'OTHER', 'OTHER', 'NUMBER']}",0.9,2.8
ChipR1007,Great breakfast and Relaxing pool area,"Our room was very comfortable.  I slept well during our stay.  The Sky Lounge view is amazing...a great place for an evening drink at sunset.  The pool area is beautiful all day long and the staff servicing the pool were friendly.  But, the place came alive after sunset as the music plays and the lanterns swing in the breeze off the Indian Ocean.  The pool closed at 9pm which seems too early for such a beautiful venue.  The workout room was simple but sufficient. We really enjoyed the spread and variety of foods on the breakfast buffet.  In fact, we ended up skipping lunch a couple of days since we were so full from breakfast.  It is worth noting that due to land reclamation across the road, the hotel is no longer ocean front.  Although you can still see the ocean easily and the",Date of stay: September 2017,"Our room was very comfortable.  I slept well during our stay.  The Sky Lounge view is amazing...a great place for an evening drink at sunset.  The pool area is beautiful all day long and the staff servicing the pool were friendly.  But, the place came alive after sunset as the music plays and the lanterns swing in the breeze off the Indian Ocean.  The pool closed at 9pm which seems too early for such a beautiful venue.  The workout room was simple but sufficient. We really enjoyed the spread and variety of foods on the breakfast buffet.  In fact, we ended up skipping lunch a couple of days since we were so full from breakfast.  It is worth noting that due to land reclamation across the road, the hotel is no longer ocean front.  Although you can still see the ocean easily and the","{'name': ['place', 'room', 'stay', 'Sky Lounge', 'pool area', 'evening drink', 'place', 'pool', 'pool', 'workout room', 'lanterns swing', 'breeze', 'music', 'venue', 'spread', 'breakfast', 'Indian Ocean', 'road', 'land reclamation', 'ocean', 'ocean front', 'hotel', 'staff', 'lunch', 'breakfast buffet', 'foods', 'variety', 'fact', '9'], 'type': ['OTHER', 'LOCATION', 'EVENT', 'LOCATION', 'LOCATION', 'EVENT', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'WORK_OF_ART', 'LOCATION', 'EVENT', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'NUMBER']}",0.5,6.3
Cupcakemamasia,Great city hotel,"My husband and I spent 2 nights here.  Hotel is very nicely decorated.  Room was tastefully done.  Bathroom lovely.  Bed was really comfortable.  Location close to everything.  Plenty of places to eat at the hotel.  The buffet breakfast was fantastic.  So much to choose from.  We ordered room service every other time.  Prompt service but food not consistent. I ordered chicken with cashew nuts and egg fried rice one night and it was delicious.  My husband ordered the same thing the following day but this had so much chilli. it made him ill.  As we were checking out shortly after, we had no time to call and change it.  On the last day we went to buy some cakes from the bakery and there were 5 male staff just standing around chatting and there was no-one behind the counter to help",Date of stay: September 2017,"My husband and I spent 2 nights here.  Hotel is very nicely decorated.  Room was tastefully done.  Bathroom lovely.  Bed was really comfortable.  Location close to everything.  Plenty of places to eat at the hotel.  The buffet breakfast was fantastic.  So much to choose from.  We ordered room service every other time.  Prompt service but food not consistent. I ordered chicken with cashew nuts and egg fried rice one night and it was delicious.  My husband ordered the same thing the following day but this had so much chilli. it made him ill.  As we were checking out shortly after, we had no time to call and change it.  On the last day we went to buy some cakes from the bakery and there were 5 male staff just standing around chatting and there was no-one behind the counter to help","{'name': ['husband', 'Room', 'Hotel', 'Bed', 'Bathroom', 'Location', 'everything', 'places', 'service', 'hotel', 'room service', 'buffet breakfast', 'food', 'chicken', 'cashew nuts', 'egg fried rice', 'thing', 'cakes', 'bakery', 'counter', 'chilli', 'staff', '2', '5', 'one', 'one'], 'type': ['PERSON', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",0.3,10.7
Mauro,"Very good location, service and room.","Very good service and hotel. Personnel is very helpful and nice.  I am not sure it's a 5-stars, but it's definitely a very good 4-stars hotel. Extremely clean, even for Italian standards, as you would expect from this kind of hotels. Good selection of restaurants. Given the amount of weddings and events happened during our stay, I guess this is the place to be in Colombo.  As a minus, I would have expected the room preparation for the night.",Date of stay: September 2017,"Very good service and hotel. Personnel is very helpful and nice.  I am not sure it's a 5-stars, but it's definitely a very good 4-stars hotel. Extremely clean, even for Italian standards, as you would expect from this kind of hotels. Good selection of restaurants. Given the amount of weddings and events happened during our stay, I guess this is the place to be in Colombo.  As a minus, I would have expected the room preparation for the night.","{'name': ['hotel', 'hotel', 'service', 'Personnel', 'place', 'stars', 'hotels', 'standards', 'kind', 'selection', 'restaurants', 'minus', 'Italian', 'room preparation', 'Colombo', 'weddings', 'stay', 'amount', 'events', '4', '5'], 'type': ['LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'EVENT', 'EVENT', 'OTHER', 'EVENT', 'NUMBER', 'NUMBER']}",0.6,6.0
David B,Regular guest,"I have visited most of the larger hotel chains in colombo but was back for the 5th time at the kingsbury this month. Got a discount on the early check in and fair roomrate. Love the pool, the club in the evenings is a bit quiet.  Skybar is always a relaxt place to chill aftrr a day of hard work.",Date of stay: September 2017,"I have visited most of the larger hotel chains in colombo but was back for the 5th time at the kingsbury this month. Got a discount on the early check in and fair roomrate. Love the pool, the club in the evenings is a bit quiet.  Skybar is always a relaxt place to chill aftrr a day of hard work.","{'name': ['most', 'hotel chains', 'colombo', 'kingsbury', 'check', 'pool', 'roomrate', 'place', 'discount', 'Skybar', 'work', 'club', 'evenings', '5'], 'type': ['OTHER', 'LOCATION', 'LOCATION', 'EVENT', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'ORGANIZATION', 'EVENT', 'NUMBER']}",0.7,2.9
Don P,Extremely Luxurious,"Interior and exterior of the hotel is extremely luxurious. Clean, Comfortable beds and bathrooms can not be compared to any other. Has fantastic breakfast choices with live cooking. Only drawback is unfriendly staff. Lady who's at the front desk to welcome guests for the breakfast is so boring and wearing a dull face entire time. There was no proper greetings to welcome the guest. Poor performance of the staff in that manner. Apart from that any person could check this hotel for luxurious vacation in the colombo city center.",Date of stay: August 2017,"Interior and exterior of the hotel is extremely luxurious. Clean, Comfortable beds and bathrooms can not be compared to any other. Has fantastic breakfast choices with live cooking. Only drawback is unfriendly staff. Lady who's at the front desk to welcome guests for the breakfast is so boring and wearing a dull face entire time. There was no proper greetings to welcome the guest. Poor performance of the staff in that manner. Apart from that any person could check this hotel for luxurious vacation in the colombo city center.","{'name': ['Interior', 'hotel', 'exterior', 'Lady', 'bathrooms', 'beds', 'other', 'staff', 'drawback', 'guests', 'breakfast', 'desk', 'cooking', 'breakfast choices', 'staff', 'manner', 'person', 'city center', 'vacation', 'hotel', 'guest', 'greetings', 'performance'], 'type': ['OTHER', 'LOCATION', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'LOCATION', 'EVENT', 'LOCATION', 'OTHER', 'EVENT', 'OTHER']}",0.0,6.1
Thilinee Siriwardane,Over working staff,"I have always been amazed by the little gestures and the compliments that I receive as a guest at 5 star hotels. But being at Kingsbury made me realize that they have over working chefs and staffs.  I've seen the same chefs since my arrival in the morning till night working in the kitchen.   Speaking to one of the staff related to why the reason is even more shocking.  I am sad related to this matter. Being a five star hotel, they should be treating the staff with more respect about their personal life just as their work life.  I hope I receive a good solution from the management related to the matter.   Next time when I visit the hotel, I hope to receive genuinely happy staff than a bitter sad story from their faces.  My solution is to increase their packages if working more",Date of stay: September 2017,"I have always been amazed by the little gestures and the compliments that I receive as a guest at 5 star hotels. But being at Kingsbury made me realize that they have over working chefs and staffs.  I've seen the same chefs since my arrival in the morning till night working in the kitchen.   Speaking to one of the staff related to why the reason is even more shocking.  I am sad related to this matter. Being a five star hotel, they should be treating the staff with more respect about their personal life just as their work life.  I hope I receive a good solution from the management related to the matter.   Next time when I visit the hotel, I hope to receive genuinely happy staff than a bitter sad story from their faces.  My solution is to increase their packages if working more","{'name': ['compliments', 'gestures', 'guest', 'staff', 'star hotels', 'staffs', 'chefs', 'reason', 'hotel', 'chefs', 'hotel', 'matter', 'staff', 'one', 'kitchen', 'arrival', 'respect', 'Kingsbury', 'matter', 'solution', 'story', 'faces', 'packages', 'solution', 'work life', 'life', 'management', '5', 'one', 'five'], 'type': ['OTHER', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'PERSON', 'PERSON', 'OTHER', 'LOCATION', 'PERSON', 'LOCATION', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'EVENT', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.2,4.3
Abdulsalam M,The Sky lodge,"I have visited the sky lodge in the evening it was amazing view from up there Relaxing music high level of service  Also drinks were nice I recommend this place for couples,perfect for dates actually  Really enjoyed there  Thank u",Date of stay: September 2017,"I have visited the sky lodge in the evening it was amazing view from up there Relaxing music high level of service  Also drinks were nice I recommend this place for couples,perfect for dates actually  Really enjoyed there  Thank u","{'name': ['sky lodge', 'view', 'level', 'music', 'service', 'drinks', 'couples', 'place'], 'type': ['LOCATION', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'PERSON', 'OTHER']}",0.9,0.9
